id,name,one_line_profile,detailed_description,domains,subtask_category,application_level,primary_language,repo_url,help_website,license,tags
17,OpenMuse,Python interface for recording and streaming data from Muse S Athena EEG headbands,"A Python package designed to interface with Muse S Athena headbands, enabling the recording and streaming of EEG signals for neuroscience research and brain-computer interface applications.",N2,data_acquisition;signal_streaming,library,Python,https://github.com/DominiqueMakowski/OpenMuse,,None,eeg;muse;data-acquisition;bci
18,Cell-Assembly-Detection,Method for cell assembly detection in parallel spike trains,"A MATLAB implementation of statistical methods for detecting cell assemblies (groups of co-firing neurons) in parallel spike train data, developed by the Durstewitz Lab.",N2;N2-01,event_detection;spike_train_analysis,solver,MATLAB,https://github.com/DurstewitzLab/Cell-Assembly-Detection,,None,spike-trains;cell-assembly;neural-analysis
19,warblePy,Bioacoustic and Electrophysiology Data Analysis Package,"A Python package developed by the Dynamical Systems Lab for analyzing bioacoustic and electrophysiological data, providing tools for signal processing and feature extraction.",N2;N2-01,signal_processing;data_analysis,library,Python,https://github.com/Dynamical-Systems-Lab/warblePy,,None,bioacoustics;electrophysiology;signal-processing
20,ripple_detection,Tools for identifying sharp wave ripple events using LFPs,"A Python package for detecting sharp wave ripples (SWRs) in local field potential (LFP) data, commonly used in hippocampal neurophysiology research.",N2;N2-01,event_detection;lfp_analysis,library,Python,https://github.com/Eden-Kramer-Lab/ripple_detection,,MIT,sharp-wave-ripples;lfp;neuroscience;event-detection
21,spectral_connectivity,Frequency domain estimation and connectivity analysis tools,"A Python library for computing multitaper spectral estimates and functional/directed connectivity measures (coherence, Granger causality) for electrophysiological data.",N2,connectivity_analysis;spectral_analysis,library,Python,https://github.com/Eden-Kramer-Lab/spectral_connectivity,,GPL-3.0,connectivity;spectral-analysis;electrophysiology;multitaper
22,sleeptrip,FieldTrip extension for sleep analysis functionality,"A toolbox extension for FieldTrip (MATLAB) specifically designed for sleep research, adding functionality for sleep scoring, spindle detection, and other sleep-related EEG analyses.",N2;N2-01,sleep_analysis;event_detection,library,MATLAB,https://github.com/Frederik-D-Weber/sleeptrip,,GPL-2.0,sleep;eeg;fieldtrip;matlab
23,PyCartool,Python package for I/O between Cartool and Python,"A Python library facilitating data exchange (I/O) between the Cartool neuroimaging software and the Python ecosystem, enabling analysis of Cartool data in Python.",N2,data_io;interoperability,library,Python,https://github.com/Functional-Brain-Mapping-Laboratory/PyCartool,,BSD-3-Clause,cartool;eeg;data-io;neuroimaging
24,MiV-OS,Analysis pipeline for electrophysiology MiV-system and simulator,"An analysis pipeline and simulation environment designed for the MiV-system electrophysiology setup, developed by the Gazzola Lab.",N2,data_analysis;simulation,workflow,Python,https://github.com/GazzolaLab/MiV-OS,,MIT,electrophysiology;simulation;pipeline
25,E2E-PPG,End-to-End PPG Processing Pipeline for Wearables,"A comprehensive Python pipeline for processing Photoplethysmography (PPG) signals, including quality assessment, motion artifact removal, and heart rate/HRV feature extraction.",N2;N2-01,signal_processing;artifact_removal;feature_extraction,workflow,Python,https://github.com/HealthSciTech/E2E-PPG,,MIT,ppg;wearables;signal-processing;artifact-removal
26,IUSM-ConnPipe,Neuroscience connectivity pipeline for MRI data preprocessing,"A bash/Python pipeline from IU School of Medicine for pre-processing anatomical, functional, and diffusion MRI data to perform connectivity analysis.",N2,preprocessing;connectivity_analysis,workflow,Shell,https://github.com/IUSCA/IUSM-ConnPipe,,NOASSERTION,mri;fmri;diffusion-mri;pipeline
27,WaveSurfer,MATLAB application for electrophysiology data analysis,"A MATLAB-based application developed by Janelia Research Campus for acquiring, visualizing, and analyzing electrophysiology data.",N2,data_acquisition;data_analysis;visualization,solver,MATLAB,https://github.com/JaneliaSciComp/WaveSurfer,,BSD-3-Clause,electrophysiology;matlab;data-acquisition
28,PixelProcessingPipeline,Toolbox for processing Neuropixels and Myomatrix data,"A MATLAB toolbox designed to automate the processing of data recorded from Neuropixels and Myomatrix probes, streamlining the electrophysiology analysis workflow.",N2;N2-01,preprocessing;data_analysis,workflow,MATLAB,https://github.com/JonathanAMichaels/PixelProcessingPipeline,,GPL-3.0,neuropixels;electrophysiology;pipeline
29,Preprocessing_pipeline,Intracranial EEG pre-processing steps in SPM12 and Matlab,"A collection of MATLAB scripts and SPM12 procedures for pre-processing intracranial EEG (iEEG) data, developed by the LBCN at Stanford.",N2;N2-01,preprocessing;signal_cleaning,workflow,MATLAB,https://github.com/LBCN-Stanford/Preprocessing_pipeline,,None,ieeg;preprocessing;spm12;matlab
30,Spyglass,Neuroscience data analysis framework for reproducible research,"A data analysis framework designed for reproducible research in neuroscience, specifically handling complex data pipelines for electrophysiology and related data.",N2;N2-01,data_analysis;pipeline_management;reproducibility,framework,Jupyter Notebook,https://github.com/LorenFrankLab/spyglass,,MIT,neuroscience;data-analysis;reproducibility;pipeline
31,esinet,EEG inverse solution with artificial neural networks,"A package for solving the EEG inverse problem using artificial neural networks, designed to integrate seamlessly with MNE-Python data structures.",N2;N2-01,inverse_problem;source_localization;eeg_analysis,library,Jupyter Notebook,https://github.com/LukeTheHecker/esinet,,MIT,eeg;inverse-problem;neural-networks;mne-python
32,MiniAnalysis,Matlab software for measuring miniature events in patch clamp electrophysiology,MATLAB software designed for the detection and measurement of frequency and amplitude of miniature events in patch clamp electrophysiology data.,N2;N2-01,event_detection;electrophysiology;patch_clamp,solver,MATLAB,https://github.com/LurLab-UCI/MiniAnalysis,,GPL-3.0,electrophysiology;patch-clamp;event-detection;matlab
33,OEvent,Neural oscillation event detection and analysis,"A tool for the detection and analysis of neural oscillation events, developed by the Nathan Kline Institute.",N2;N2-01,event_detection;oscillation_analysis,solver,Python,https://github.com/NathanKlineInstitute/OEvent,,MIT,neural-oscillation;event-detection;neuroscience
34,Elephant,Electrophysiology Analysis Toolkit,"Elephant (Electrophysiology Analysis Toolkit) is an open-source library for the analysis of electrophysiological data, including spike trains, LFPs, and analog signals.",N2;N2-01,spike_sorting;lfp_analysis;signal_processing;statistics,library,Python,https://github.com/NeuralEnsemble/elephant,http://elephant.readthedocs.io/,BSD-3-Clause,electrophysiology;spike-trains;lfp;data-analysis
35,pyelectro,Analysis of electrophysiology in Python,"A Python library for the analysis of electrophysiological data, providing functions to extract features from voltage traces.",N2;N2-01,feature_extraction;electrophysiology_analysis,library,Python,https://github.com/NeuralEnsemble/pyelectro,,BSD-3-Clause,electrophysiology;feature-extraction;python
36,FLUX,Pipeline for analysis of MEG data using MNE Python,"The FLUX pipeline provides a standardized workflow for the analysis of Magnetoencephalography (MEG) data, built on top of MNE-Python.",N2;N2-01,meg_analysis;pipeline;preprocessing,workflow,HTML,https://github.com/Neuronal-Oscillations/FLUX,http://neuronal-oscillations.github.io/FLUX/,BSD-3-Clause,meg;mne-python;pipeline;neuroscience
37,nirstorm,Brainstorm plugin for fNIRS data analysis,A plugin for the Brainstorm software dedicated to the analysis of functional Near-Infrared Spectroscopy (fNIRS) data.,N2;N2-01,fnirs_analysis;brainstorm_plugin,solver,MATLAB,https://github.com/Nirstorm/nirstorm,,GPL-3.0,fnirs;brainstorm;neuroimaging
38,DOMINO-SEE,Detection Of Multi-layer INterconnected Occurrences for Spatial Extreme Events,"A tool for detecting multi-layer interconnected occurrences for spatial extreme events, likely used in climate or earth science research.",Climate_Science,event_detection;spatial_analysis;extreme_events,solver,Jupyter Notebook,https://github.com/PREP-NexT/DOMINO-SEE,,GPL-3.0,climate-science;extreme-events;spatial-analysis
39,rippl-AI,Machine learning approaches for sharp-wave ripple detection,An open toolbox containing several machine learning approaches for the detection of sharp-wave ripples in electrophysiological data.,N2;N2-01,ripple_detection;event_detection;machine_learning,solver,PureBasic,https://github.com/PridaLab/rippl-AI,,None,sharp-wave-ripples;neuroscience;machine-learning
40,SpikeInterface,A unified Python framework for spike sorting and extracellular electrophysiology data analysis,"SpikeInterface is a Python module designed to unify and simplify the analysis of extracellular electrophysiology data. It provides a flexible and robust platform for building spike sorting pipelines, wrapping multiple external spike sorters (e.g., Kilosort, IronClust) into a common interface. It handles data preprocessing, sorting, post-processing, and validation.",N2;N2-01,spike_sorting;signal_preprocessing;data_standardization,workflow,Python,https://github.com/SpikeInterface/spikeinterface,https://spikeinterface.readthedocs.io/,MIT,spike-sorting;electrophysiology;neuroscience;pipeline
41,SpikeInterface-GUI,Graphical user interface for the SpikeInterface electrophysiology analysis framework,"SpikeInterface-GUI provides a desktop-based graphical interface for visualizing and curating the results of spike sorting pipelines built with SpikeInterface. It allows researchers to inspect waveforms, cross-correlograms, and spike trains interactively.",N2;N2-01,scientific_visualization;manual_curation,application,Python,https://github.com/SpikeInterface/spikeinterface-gui,https://github.com/SpikeInterface/spikeinterface-gui,MIT,gui;visualization;spike-sorting;curation
42,BLINKER,Automated pipeline for detecting and correcting eye blink artifacts in EEG data,"BLINKER (EEG-Blinks) is a MATLAB toolbox designed to automatically detect, characterize, and correct eye blink artifacts in EEG signals. It provides a standardized pipeline for handling one of the most common sources of noise in electroencephalography.",N2;N2-01,artifact_removal;event_detection;signal_preprocessing,solver,MATLAB,https://github.com/VisLab/EEG-Blinks,,None,eeg;artifact-removal;blinks;matlab
43,EEG-Clean-Tools,Collection of MATLAB tools for standardized EEG signal preprocessing,"EEG-Clean-Tools provides a set of MATLAB functions and pipelines for cleaning EEG data. It focuses on standardized preprocessing steps, including filtering, artifact rejection, and signal quality assessment, often used in conjunction with the BLINKER toolbox.",N2;N2-01,signal_preprocessing;denoising;quality_control,library,MATLAB,https://github.com/VisLab/EEG-Clean-Tools,,None,eeg;preprocessing;denoising;matlab
44,NeuroRA,A Python toolbox for multimode neural data representation analysis,"NeuroRA is a comprehensive Python toolbox designed for Representational Analysis of neural data. It supports various advanced analysis methods including Representational Similarity Analysis (RSA), Neural Pattern Similarity (NPS), Spatiotemporal Pattern Similarity (STPS), and Inter-Subject Correlation (ISC), facilitating the decoding of neural information from EEG, MEG, fMRI, and other modalities.",N2;N2-02,statistical_analysis;representation_analysis;decoding,library,Python,https://github.com/ZitongLu1996/NeuroRA,https://neurora.github.io/NeuroRA/,MIT,rsa;neural-representation;eeg;fmri;analysis
45,BrainBeats,EEGLAB plugin for joint processing of EEG and cardiovascular signals,"The BrainBeats toolbox is an EEGLAB plugin designed to allow joint processing and analysis of EEG and cardiovascular signals (ECG/PPG), facilitating research into heart-brain interactions.",N2;N2-01,signal_processing;multimodal_analysis,solver,MATLAB,https://github.com/amisepa/BrainBeats,,GPL-3.0,eeg;ecg;eeglab-plugin;heart-brain
46,DSI (Distributed Source Imaging),Distributed EEG source imaging toolbox for EEGLAB,"A toolbox for EEGLAB that provides distributed source imaging capabilities, allowing researchers to estimate brain source activity from scalp EEG signals.",N2;N2-01,source_imaging;inverse_problem,solver,MATLAB,https://github.com/aojeda/dsi,,None,eeg;source-imaging;eeglab-plugin
47,headModel,Head modeling toolbox for EEG forward and inverse problems,"The headModel toolbox for MATLAB/EEGLAB encapsulates common routines for EEG forward and inverse problems in a single interface, facilitating electromagnetic source imaging.",N2;N2-01,forward_modeling;inverse_problem,library,MATLAB,https://github.com/aojeda/headModel,,NOASSERTION,eeg;head-model;eeglab-toolbox
48,LORETA-KEY Plugin,EEGLAB plugin to export data to LORETA-KEY software,A plugin for EEGLAB that facilitates the export of EEG data to the LORETA-KEY software for source localization analysis.,N2;N2-01,data_export;interoperability,solver,MATLAB,https://github.com/arnodelorme/loretaplugin,,MIT,eeg;loreta;eeglab-plugin
49,Microstate EEGlab toolbox,Toolbox for EEG microstate analysis within EEGLAB,"An EEGLAB toolbox dedicated to the analysis of EEG microstates, providing methods for identifying and quantifying quasi-stable voltage topographies.",N2;N2-01,microstate_analysis;pattern_recognition,solver,MATLAB,https://github.com/atpoulsen/Microstate-EEGlab-toolbox,,None,eeg;microstates;eeglab-toolbox
50,NeuroExpress,Patch clamp data analysis software,"Software designed for the analysis of patch clamp electrophysiological data, facilitating the processing of neuronal recordings.",N2;N2-01,electrophysiology_analysis;patch_clamp,solver,AGS Script,https://github.com/attilaszuc/NeuroExpress-patch-clamp-analysis,,None,patch-clamp;electrophysiology;neuroscience
51,autoreject,Automated rejection and repair of bad trials/sensors in M/EEG,"A Python library for automated artifact rejection and sensor repair in MEG and EEG data, designed to work with the MNE-Python ecosystem.",N2;N2-01,artifact_removal;data_cleaning,library,Python,https://github.com/autoreject/autoreject,http://autoreject.github.io/,BSD-3-Clause,eeg;meg;artifact-rejection;mne-python
52,pyret,Python tools for analysis of neurophysiology data,"A Python package providing tools for the analysis of neurophysiological data, with a focus on retinal physiology and spike train analysis.",N2;N2-01,spike_analysis;receptive_field_estimation,library,Python,https://github.com/baccuslab/pyret,,MIT,neurophysiology;retina;spike-trains
53,nigeLab,Neurophysiological data analysis toolbox,"A MATLAB toolbox for neurophysiological data analysis, designed to bridge engineering methods with physiological applications.",N2;N2-01,signal_processing;data_analysis,library,MATLAB,https://github.com/barbaLab/nigeLab,,GPL-3.0,neurophysiology;matlab;signal-processing
54,PyMNE.jl,Julia interface to MNE-Python,"A Julia package that provides an interface to the MNE-Python library, allowing users to access MNE's EEG/MEG analysis capabilities directly from Julia.",N2;N2-01,interoperability;data_analysis,library,Julia,https://github.com/beacon-biosignals/PyMNE.jl,,MIT,julia;mne-python;eeg;meg
55,mne_tools,Helper tools for MNE-Python EEG analysis,A collection of utility functions and tools to extend the functionality of the MNE-Python toolbox for EEG data analysis.,N2;N2-01,data_analysis;visualization,library,Python,https://github.com/behinger/mne_tools,,None,eeg;mne-python;utilities
56,PyTorch Geometric Temporal,Spatiotemporal Signal Processing with Neural Machine Learning Models,"A temporal extension library for PyTorch Geometric, designed for deep learning on dynamic graphs and spatiotemporal signals, applicable to brain connectivity analysis and other scientific domains.",N2;N2-01,modeling;deep_learning,library,Python,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://pytorch-geometric-temporal.readthedocs.io/,MIT,graph-neural-networks;spatiotemporal;deep-learning
57,EEGLAB-specparam,MATLAB wrapper for the spectral parametrization (FOOOF) toolkit,"An EEGLAB plugin that wraps the FOOOF (Fitting Oscillations & One Over F) algorithm, allowing for spectral parametrization of EEG data within the EEGLAB environment.",N2;N2-01,spectral_analysis;feature_extraction,solver,MATLAB,https://github.com/bfbarry/EEGLAB-specparam,,None,eeg;fooof;spectral-analysis;eeglab-plugin
58,BEST Toolbox,Behavioral State Analysis using EEG,"A Python package for behavioral state analysis using EEG, including tools for automated sleep classification of long-term iEEG data and artifact removal.",N2;N2-01,sleep_staging;artifact_removal;behavioral_analysis,library,Python,https://github.com/bnelair/best-toolbox,,BSD-3-Clause,eeg;sleep-analysis;ieeg;behavioral-state
59,Brainstorm,"Comprehensive open-source application for MEG, EEG, fNIRS, ECoG, sEEG, and electrophysiology analysis","Brainstorm is a collaborative, open-source application dedicated to the analysis of brain recordings: MEG, EEG, fNIRS, ECoG, sEEG, and multi-unit electrophysiology. It provides a rich graphical interface and a comprehensive scripting environment for data visualization, artifact removal, source estimation, and statistical analysis.",N2;N2-01;N1,signal_processing;source_localization;visualization;artifact_removal,platform,MATLAB,https://github.com/brainstorm-tools/brainstorm3,https://neuroimage.usc.edu/brainstorm/,GPL-3.0,meg;eeg;electrophysiology;neuroimaging;source-estimation
60,ecogVIS,Time series visualizer and data processing tool for ECoG signals in NWB format,"ecogVIS is a Python-based tool designed for the visualization and processing of Electrocorticography (ECoG) signals stored in Neurodata Without Borders (NWB) files. It allows users to inspect time-series data, visualize spectral features, and perform basic signal processing tasks directly on NWB datasets.",N2;N2-01,visualization;signal_processing,solver,Python,https://github.com/catalystneuro/ecogVIS,,BSD-3-Clause,ecog;nwb;visualization;neuroscience
61,RoiExtractors,Library for extracting and handling optical imaging data (ROI) inspired by SpikeInterface,"RoiExtractors is a Python module for handling optical imaging data, specifically focused on extracting regions of interest (ROIs) and converting between file formats. It is designed to work within the neurophysiology ecosystem, complementing tools like SpikeInterface for optical physiology (calcium imaging).",N2;N2-01,roi_extraction;data_conversion;optical_imaging,library,Python,https://github.com/catalystneuro/roiextractors,https://roiextractors.readthedocs.io/,BSD-3-Clause,optical-imaging;calcium-imaging;roi;neuroscience
62,Meggie,User-friendly GUI for MNE-python based MEG and EEG analysis,"Meggie is a graphical user interface (GUI) built on top of MNE-python, designed to facilitate MEG and EEG data analysis. It allows users to perform preprocessing, epoching, and averaging across multiple subjects without writing code, making advanced neurophysiological analysis accessible.",N2;N2-01,signal_processing;preprocessing;gui,platform,Python,https://github.com/cibr-jyu/meggie,https://cibr-jyu.github.io/meggie/,NOASSERTION,meg;eeg;mne-python;gui
63,Connectome Mapper 3,"BIDS App for multi-modal brain processing pipelines (MRI, Diffusion, EEG)","Connectome Mapper 3 is a BIDS App that implements full anatomical, diffusion, resting-state functional MRI, and EEG processing pipelines. It processes raw data (T1, DWI, BOLD, EEG) to generate multi-resolution brain parcellations and connection matrices, facilitating connectomics research.",N2;N1,pipeline;connectomics;preprocessing;parcellation,workflow,Python,https://github.com/connectomicslab/connectomemapper3,https://connectome-mapper-3.readthedocs.io/,NOASSERTION,bids-app;connectomics;mri;eeg;pipeline
64,restingIAF,EEGLAB plugin for estimating resting-state individual alpha frequency,"restingIAF is a tool (often used as an EEGLAB plugin) for estimating the individual alpha frequency (IAF) from resting-state EEG data. It provides methods to characterize the spectral peak in the alpha band, which is a key biomarker in electrophysiological research.",N2;N2-01,spectral_analysis;feature_extraction,solver,MATLAB,https://github.com/corcorana/restingIAF,,GPL-3.0,eeg;eeglab-plugin;alpha-frequency;spectral-analysis
65,phylib,Lightweight Python library for electrophysiological data analysis,"phylib is a lightweight library for loading and manipulating electrophysiological data, specifically designed to work with the output of spike sorting algorithms like Kilosort. It is part of the Cortex Lab ecosystem (Phy) and provides utilities for handling spike clusters, waveforms, and templates.",N2;N2-01,data_loading;spike_sorting_utils;electrophysiology,library,Python,https://github.com/cortex-lab/phylib,,BSD-3-Clause,electrophysiology;spike-sorting;neuroscience;python
66,discover-eeg,"Pipeline for automatic preprocessing, analysis, and visualization of resting state EEG","discover-eeg is a MATLAB-based pipeline designed to automate the preprocessing, analysis, and visualization of resting-state EEG data. It streamlines the workflow from raw data to actionable insights and visualizations, suitable for batch processing of EEG datasets.",N2;N2-01,preprocessing;pipeline;visualization,workflow,MATLAB,https://github.com/crisglav/discover-eeg,,CC-BY-4.0,eeg;resting-state;pipeline;matlab
67,Wave_clus,Unsupervised spike detection and sorting algorithm using wavelets,Wave_clus is a fast and unsupervised algorithm for spike detection and sorting. It utilizes wavelet transforms for feature extraction and super-paramagnetic clustering to automatically classify neuronal spikes from extracellular recordings.,N2;N2-01,spike_sorting;spike_detection;clustering,solver,MATLAB,https://github.com/csn-le/wave_clus,,None,spike-sorting;wavelets;clustering;neuroscience
68,DIPY,Library for analysis and visualization of diffusion magnetic resonance imaging (dMRI) data,"DIPY (Diffusion Imaging In Python) is a comprehensive library for the analysis of diffusion magnetic resonance imaging (dMRI) data. It provides methods for reconstruction, tracking, registration, and visualization of medical imaging data, serving as a core tool in computational anatomy and neuroimaging.",N1;N2,image_processing;diffusion_imaging;tractography;visualization,library,Python,https://github.com/dipy/dipy,https://dipy.org/,NOASSERTION,mri;diffusion-imaging;medical-imaging;python
69,MVPAlab,Matlab toolbox for Multi-Variate Pattern Analysis (MVPA) of EEG/MEG data,MVPAlab is a Matlab toolbox designed for Multi-Variate Pattern Analysis (MVPA) and decoding of electrophysiological data (EEG/MEG). It facilitates the application of machine learning classifiers to time-resolved brain data to study neural representations.,N2;N2-01,decoding;mvpa;pattern_analysis;machine_learning,solver,MATLAB,https://github.com/dlopezg/mvpalab,,GPL-3.0,mvpa;eeg;meg;decoding;matlab
70,eegsynth,Real-time EEG signal processing and sonification tool,"A modular framework for converting real-time EEG signals into sounds, music, and visual effects, often used for neurofeedback and art-science experiments.",N2;N2-01,signal_processing;sonification;real_time_processing,solver,Python,https://github.com/eegsynth/eegsynth,http://www.eegsynth.org,GPL-3.0,eeg;real-time;sonification;bci
71,eegtools-matlab-pipeline,MATLAB-based EEG analysis pipeline framework,A complete EEG analysis framework wrapping EEGLAB and BRAINSTORM functionalities to streamline processing workflows.,N2;N2-01,pipeline_management;preprocessing,workflow,MATLAB,https://github.com/eegtools/eegtools-matlab-pipeline,,None,eeg;matlab;pipeline;eeglab
72,Syncopy,Large-scale electrophysiology data analysis framework,"A Python toolkit for user-friendly analysis of large-scale electrophysiology data, designed for systems neuroscience.",N2;N2-01,data_analysis;signal_processing,library,Python,https://github.com/esi-neuroscience/syncopy,http://syncopy.org,BSD-3-Clause,electrophysiology;neuroscience;data-analysis
73,mwf-artifact-removal,Multi-channel Wiener Filter for EEG artifact removal,A MATLAB implementation of the Multi-channel Wiener Filter (MWF) for removing artifacts from EEG data.,N2;N2-01,denoising;artifact_removal,solver,MATLAB,https://github.com/exporl/mwf-artifact-removal,,NOASSERTION,eeg;artifact-removal;wiener-filter;denoising
74,ArduPi-ECG,ECG/HRV signal processing and analysis toolkit,"A Python library for full HRV analysis and signal processing (Fourier, Wavelet, etc.) of ECG data from sensors.",N2;N2-01,signal_processing;feature_extraction,library,Python,https://github.com/ferdavid1/ArduPi-ECG,,None,ecg;hrv;signal-processing;biosignals
75,FieldTrip,"Comprehensive toolbox for MEG, EEG and iEEG analysis","A widely used MATLAB toolbox for the analysis of MEG, EEG, and invasive electrophysiological data, covering preprocessing, spectral analysis, source reconstruction, and statistics.",N2;N2-01,signal_processing;source_reconstruction;statistics,platform,MATLAB,https://github.com/fieldtrip/fieldtrip,https://www.fieldtriptoolbox.org/,GPL-3.0,meg;eeg;neuroscience;matlab-toolbox
76,PyEEG,Feature extraction library for EEG/MEG data,"A Python module for extracting features from EEG and MEG signals, including fractal dimension, entropy, and spectral features.",N2;N2-01,feature_extraction;signal_processing,library,Python,https://github.com/forrestbao/pyeeg,http://pyeeg.sourceforge.net/,GPL-3.0,eeg;feature-extraction;entropy;fractal-dimension
