id,name,one_line_profile,detailed_description,domains,subtask_category,application_level,primary_language,repo_url,help_website,license,tags
12,ASL,Advanced Simulation Library for hardware-accelerated multiphysics,Advanced Simulation Library (ASL) is a hardware-accelerated multiphysics simulation platform designed for high-performance computing.,P2;P2-01,multiphysics_simulation;hpc,platform,C++,https://github.com/AvtechScientific/ASL,,AGPL-3.0,multiphysics;simulation;hpc;opencl
13,MeshDQN,Deep reinforcement learning for CFD mesh refinement,A tool utilizing deep reinforcement learning (DQN) to automate and optimize mesh refinement processes in computational fluid dynamics simulations.,P2;P2-01,mesh_refinement;cfd_optimization,solver,Python,https://github.com/BaratiLab/MeshDQN,,None,cfd;mesh-refinement;drl;machine-learning
14,MOOSE Simulator,Multiscale Object-Oriented Simulation Environment for neuroscience,"MOOSE is the core of a modern software platform for the simulation of neural systems, ranging from subcellular components and biochemical reactions to complex models of single neurons and large networks.",P2,neural_simulation;biological_modeling,solver,C++,https://github.com/BhallaLab/moose,,GPL-3.0,neuroscience;simulation;biophysics
15,moose-core,Core library for the MOOSE neural simulator,The C++ base code and Python scripting interface for the MOOSE neural simulator.,P2,neural_simulation;library,library,C++,https://github.com/BhallaLab/moose-core,,GPL-3.0,neuroscience;cpp;python-binding
16,StructPy,Structural Analysis Library based on direct stiffness method,A Python library for performing structural analysis using the direct stiffness method.,P2,structural_analysis;mechanics,library,Python,https://github.com/BrianChevalier/StructPy,,MIT,structural-analysis;python;engineering
17,BriefFiniteElement.Net,Linear-static Finite Element Method library for .NET,BriefFiniteElementDotNET (BFE.NET) is a library designed for performing linear-static Finite Element Method (FEM) analysis of solids and structures within the .NET ecosystem.,P2;P2-01,finite_element_analysis;structural_analysis,library,C#,https://github.com/BriefFiniteElementNet/BriefFiniteElement.Net,,LGPL-3.0,fem;dotnet;csharp;structural-analysis
18,calfem-matlab-iga,Isogeometric Analysis toolbox for CALFEM,An extension toolbox for CALFEM (Computer Aided Learning of the Finite Element Method) that adds capabilities for Isogeometric Analysis (IGA).,P2;P2-01,isogeometric_analysis;finite_element_analysis,library,MATLAB,https://github.com/CALFEM/calfem-matlab-iga,,None,iga;calfem;matlab;fem
19,StructGNN,Graph Neural Network Framework for Static Structural Analysis,"StructGNN is an efficient Graph Neural Network framework designed to perform static structural analysis, leveraging geometric deep learning.",P2,structural_analysis;geometric_deep_learning,framework,Python,https://github.com/CMMAi/StructGNN,,None,gnn;structural-analysis;ai4science
20,exponax,Efficient Differentiable n-d PDE solvers in JAX,"A library providing efficient, differentiable solvers for n-dimensional Partial Differential Equations (PDEs) implemented in JAX.",P2;P2-01,pde_solver;differentiable_physics,library,Jupyter Notebook,https://github.com/Ceyron/exponax,,MIT,jax;pde;differentiable-programming
21,sdfibm,Immersed boundary method with signed distance fields for OpenFOAM,"An implementation of the Immersed Boundary Method (IBM) empowered by Signed Distance Fields (SDF), integrated with the OpenFOAM framework.",P2;P2-01,cfd_simulation;immersed_boundary_method,solver,C++,https://github.com/ChenguangZhang/sdfibm,,NOASSERTION,openfoam;ibm;cfd;signed-distance-field
22,Dedalus,Flexible framework for solving PDEs with spectral methods,"A flexible, open-source framework for solving partial differential equations (PDEs) using modern spectral methods. It supports a wide range of equations and domains.",P2;P2-01,pde_solver;spectral_methods,framework,Python,https://github.com/DedalusProject/dedalus,,GPL-3.0,pde;spectral-methods;python;simulation
23,CalculiX,Three-dimensional Finite Element Program,CalculiX is a comprehensive three-dimensional Finite Element Analysis (FEA) program capable of solving linear and non-linear static and dynamic problems.,P2;P2-01,finite_element_analysis;structural_simulation,solver,Fortran,https://github.com/Dhondtguido/CalculiX,http://www.calculix.de,GPL-2.0,fea;finite-element;simulation;fortran
24,pde-dataset-generator,Tool for generating PDE ground truth datasets,"A utility for generating ground truth datasets for Partial Differential Equations (PDEs) using solvers like ARCSim, FEniCS, and SU2, aimed at training ML models.",P2;P2-01,dataset_generation;pde_simulation,workflow,Jupyter Notebook,https://github.com/DiffEqML/pde-dataset-generator,,None,dataset;pde;machine-learning;fenics
25,fenics-DRL,Deep Reinforcement Learning framework for Fluid Mechanics,"A framework for training Deep Reinforcement Learning (DRL) agents within fluid mechanics environments, leveraging the FEniCS solver.",P2;P2-01,flow_control;cfd_simulation,framework,Python,https://github.com/DonsetPG/fenics-DRL,,None,drl;fluid-mechanics;fenics;control
26,PICSAR,Library of modular physics routines for PIC codes,PICSAR is a high-performance library of modular physics routines designed to assist in porting and optimizing Particle-In-Cell (PIC) codes for exascale computing.,P2,particle_in_cell;plasma_physics,library,Fortran,https://github.com/ECP-WarpX/picsar,,NOASSERTION,pic;hpc;plasma-physics;fortran
27,HELYX-OS,Open-source GUI for OpenFOAM,"An open-source Graphical User Interface (GUI) for the OpenFOAM CFD solver, designed to facilitate case setup and execution.",P2;P2-01,cfd_simulation;gui,platform,Java,https://github.com/ENGYS/HELYX-OS,,NOASSERTION,openfoam;gui;cfd
28,MOOSE (Medical),Multi-organ objective segmentation for PET/CT,MOOSE (Multi-organ objective segmentation) is a data-centric AI solution for generating multilabel organ segmentations from whole-body 18F-FDG PET/CT images.,P2,image_segmentation;medical_imaging,solver,Python,https://github.com/ENHANCE-PET/MOOSE,,Apache-2.0,medical-imaging;segmentation;pet-ct;ai
29,pinn-pytorch,Deep learning library for solving differential equations,A deep learning library built on top of PyTorch for solving differential equations using Physics-Informed Neural Networks (PINNs).,P2;P2-01,pde_solver;physics_informed_neural_networks,library,Python,https://github.com/EdgeLLM/pinn-pytorch,,None,pinn;pytorch;differential-equations;deep-learning
30,ElmerFEM,Open source multiphysical simulation software,"Elmer is an open source multiphysical simulation software mainly developed by CSC - IT Center for Science (Finland). It includes physical models of fluid dynamics, structural mechanics, electromagnetics, heat transfer and acoustics, among others.",P2;P2-01,multiphysics_simulation;finite_element_analysis,solver,Fortran,https://github.com/ElmerCSC/elmerfem,http://www.elmerfem.org,GPL-2.0,fem;multiphysics;simulation;mpi
31,Poisson2D_FEM,Simple Finite Element Method solver for 2D Poisson Equation,"A MATLAB implementation of the Finite Element Method (FEM) specifically designed for solving the 2D Poisson equation, serving as an educational or lightweight research solver.",P2;P2-01,pde_solver;finite_element_analysis,solver,MATLAB,https://github.com/EnigmaHuang/Poisson2D_FEM,,Unknown,fem;poisson-equation;matlab
32,pyleecan,Python Library for Electrical Engineering Computational Analysis,An open-source software providing a unified and flexible simulation framework for the multiphysic design and optimization of electrical machines and drives.,P2;P2-01,electrical_engineering;multiphysics_simulation;optimization,library,Python,https://github.com/Eomys/pyleecan,https://pyleecan.org/,Apache-2.0,electrical-machines;simulation;multiphysics
33,EHL Solver,MATLAB solver for Elastohydrodynamic Lubrication problems,A solver based on Finite Volume (FV) discretization of the Reynolds equation incorporating mass-conserving cavitation and elastic deformation via Boundary Element Method (BEM).,P2;P2-01,fluid_dynamics_simulation;tribology,solver,MATLAB,https://github.com/ErikHansenGit/EHL,,Unlicense,ehl;finite-volume;lubrication
34,BoSSS,Discontinuous Galerkin method framework,"A flexible framework for the development, evaluation, and application of numerical discretization schemes based on the Discontinuous Galerkin method.",P2;P2-01,numerical_discretization;pde_solver,framework,C#,https://github.com/FDYdarmstadt/BoSSS,https://github.com/FDYdarmstadt/BoSSS/wiki,NOASSERTION,discontinuous-galerkin;cfd;hpc
35,fenicsx-shells,FEniCS-based library for simulating thin structures,"A library built on the FEniCS Project for the simulation of thin structural elements like shells, enabling specialized finite element analysis for these geometries.",P2;P2-01,structural_analysis;finite_element_analysis,library,Python,https://github.com/FEniCS-Shells/fenicsx-shells,,LGPL-3.0,fenics;shells;structural-mechanics
36,DOLFINx,Next generation FEniCS problem solving environment,"The computational backend of the FEniCSx project, providing a high-performance C++ and Python interface for solving partial differential equations using the finite element method.",P2;P2-01,pde_solver;finite_element_analysis,framework,C++,https://github.com/FEniCS/dolfinx,https://fenicsproject.org,LGPL-3.0,fem;pde;hpc
37,FFCx,FEniCS Form Compiler,"The form compiler for FEniCSx, responsible for generating efficient C code from high-level mathematical descriptions of finite element variational forms.",P2;P2-01,code_generation;finite_element_analysis,library,Python,https://github.com/FEniCS/ffcx,https://fenicsproject.org,NOASSERTION,compiler;fem;fenics
38,FIAT,Finite Element Automatic Tabulator,"A library for the automatic tabulation of finite element basis functions, used within the FEniCS project to define element properties.",P2;P2-01,finite_element_analysis;basis_functions,library,Python,https://github.com/FEniCS/fiat,https://fenicsproject.org,LGPL-3.0,fem;tabulation;fenics
39,ASTER_DEM_from_L1A,Automated DEM generation from ASTER L1A images,A shell-based workflow to run Ames Stereo Pipelines (ASP) on batches of ASTER L1A satellite imagery to generate Digital Elevation Models (DEMs).,P2;P2-01,remote_sensing;image_processing,workflow,Shell,https://github.com/FannyBrun/ASTER_DEM_from_L1A,,Unknown,remote-sensing;dem;aster
40,FEMUS,Multiphysics Finite Element library with Adaptive Mesh Refinement,"A multiphysics Finite Element library featuring Selective-Adaptive Mesh Refinement and Multigrid solvers, designed for high-performance numerical simulations.",P2;P2-01,multiphysics_simulation;finite_element_analysis;mesh_refinement,library,C++,https://github.com/FeMTTU/femus,,LGPL-2.1,fem;multigrid;adaptive-mesh
41,SwiftCFD,Navier Stokes CFD solver for iOS,"A CPU-based Computational Fluid Dynamics solver implementing Navier-Stokes equations, written in Swift for execution on iOS devices.",P2;P2-01,fluid_dynamics_simulation;cfd,solver,Swift,https://github.com/FlexMonkey/SwiftCFD,,Unknown,cfd;ios;navier-stokes
42,ForestClaw,Parallel adaptive PDE solver on quadtrees/octrees,"A parallel, adaptive multi-block solver for partial differential equations, utilizing p4est for scalable mesh management on quadtrees and octrees.",P2;P2-01,pde_solver;adaptive_mesh_refinement,solver,C,https://github.com/ForestClaw/forestclaw,http://www.forestclaw.org,BSD-2-Clause,pde;amr;parallel-computing
43,hybridPorousInterFoam,OpenFOAM solver for hybrid-scale porous media flows,An OpenFOAM-based solver designed for performing single- and two-phase flow simulations within hybrid-scale porous media environments.,P2;P2-01,fluid_dynamics_simulation;porous_media,solver,C++,https://github.com/Franjcf/hybridPorousInterFoam,,GPL-3.0,openfoam;cfd;porous-media
44,FreeFem-modules,Collection of validated modules for FreeFEM,A repository containing mathematically validated extension modules (.edp files) for the FreeFEM finite element software suite.,P2;P2-01,finite_element_analysis;mathematical_modeling,library,CSS,https://github.com/FreeFem/FreeFem-modules,,GPL-3.0,freefem;fem;modules
45,FreeFEM,High-level multiphysics finite element software,"A popular 2D and 3D partial differential equation solver using the Finite Element Method, providing a high-level language for physics description.",P2;P2-01,pde_solver;finite_element_analysis,solver,C++,https://github.com/FreeFem/FreeFem-sources,http://freefem.org/,NOASSERTION,fem;pde;multiphysics
46,FEM_FrontISTR,FreeCAD addon for FrontISTR solver,"A FreeCAD workbench/addon that enables integration with the parallel nonlinear FEM solver FrontISTR, facilitating pre-processing and job management.",P2;P2-01,finite_element_analysis;pre_processing,workflow,Python,https://github.com/FrontISTR/FEM_FrontISTR,,LGPL-2.1,freecad;fem;frontistr
47,FrontISTR,Large-Scale Parallel Nonlinear FEM Program,"An open-source large-scale parallel Finite Element Method program designed for nonlinear structural analysis, optimized for high-performance computing environments.",P2;P2-01,finite_element_analysis;structural_analysis,solver,Roff,https://github.com/FrontISTR/FrontISTR,https://www.frontistr.com/,MIT,fem;nonlinear-analysis;parallel-computing
48,Concurrent-topology-optimization-in-Matlab,Multiscale composite structure topology optimization,"A MATLAB implementation for concurrent topology optimization of multiscale composite structures, enabling simultaneous optimization of material microstructure and macrostructure.",P2;P2-01,topology_optimization;structural_optimization,solver,MATLAB,https://github.com/GabrielJie/Concurrent-topology-optimization-in-Matlab,,Unknown,topology-optimization;matlab;multiscale
49,JaxSSO,Differentiable FEA solver using JAX,"A differentiable finite element analysis solver built on JAX, designed specifically for structural optimization tasks requiring gradient-based methods.",P2;P2-01,structural_optimization;finite_element_analysis;differentiable_physics,solver,Jupyter Notebook,https://github.com/GaoyuanWu/JaxSSO,,MIT,jax;topology-optimization;differentiable-programming
50,DiffTactile,Differentiable tactile simulator for robotics,"A physics-based differentiable tactile simulator designed for contact-rich robotic manipulation tasks, enabling gradient-based learning and control.",P2;P2-01,physics_simulation;robotics;differentiable_physics,solver,Python,https://github.com/Genesis-Embodied-AI/DiffTactile,,MIT,tactile-simulation;differentiable-simulation;robotics
51,Genesis,Generative world for embodied AI physics simulation,A general-purpose physics simulation platform and generative world designed for robotics and embodied AI learning research.,P2;P2-01,physics_simulation;robotics;embodied_ai,platform,Python,https://github.com/Genesis-Embodied-AI/Genesis,,Apache-2.0,simulation;robotics;generative-ai
52,ThinShellLab,Differentiable physics simulation for thin-shell objects,A differentiable physics simulation framework specifically focused on the manipulation and deformation of thin-shell objects.,P2;P2-01,physics_simulation;differentiable_physics;structural_mechanics,solver,Python,https://github.com/Genesis-Embodied-AI/ThinShellLab,,Unknown,thin-shell;differentiable-simulation;physics
53,Topology-Optimization-Moving-Node,Moving Node Approach for Topology Optimization,A MATLAB implementation of topology optimization using the Moving Node Approach (MNA) combined with Element-Free Galerkin (EFG) or Finite Element Methods (FEM).,P2;P2-01,topology_optimization;structural_optimization,solver,MATLAB,https://github.com/GhislainRaze/Topology-Optimization,,Unknown,topology-optimization;meshless-methods;matlab
54,SPHERA,Smoothed Particle Hydrodynamics (SPH) research code,"A Lagrangian Computational Fluid Dynamics (LCFD) code based on Smoothed Particle Hydrodynamics (SPH), designed for applications like flash floods and landslides.",P2;P2-01,fluid_dynamics_simulation;sph;geophysics,solver,Fortran,https://github.com/GiordanoAgateRSE/SPHERA,,GPL-3.0,sph;cfd;hydrodynamics
55,TOP-OPT-Plates,Topology Optimization of Plates in MATLAB,A MATLAB code dedicated to the topology optimization of plate structures.,P2;P2-01,topology_optimization;structural_analysis,solver,MATLAB,https://github.com/GiovanniBordiga/TOP-OPT-Plates,,MIT,topology-optimization;plates;matlab
56,OpenSTAP,Modernized STAP Finite Element Solver,"A Finite Element Method (FEM) solver based on the classic STAP code, updated with modern Fortran features, new elements, and an Abaqus interface.",P2;P2-01,finite_element_analysis;structural_analysis,solver,Fortran,https://github.com/HaoguangYang/OpenSTAP,,MIT,fem;stap;fortran
57,optiland,Optical design and analysis framework,"A comprehensive Python framework for optical design, optimization, and analysis, featuring GPU-accelerated and differentiable ray tracing.",P2;P2-01,optical_simulation;ray_tracing;optimization,framework,Python,https://github.com/HarrisonKramer/optiland,,MIT,optics;ray-tracing;differentiable-physics
58,structural_analysis,3D framed structural analysis library,"A Python library for performing 3D framed structural analysis, suitable for civil and mechanical engineering applications.",P2;P2-01,structural_analysis;finite_element_analysis,library,Python,https://github.com/Hazem-Kassab/structural_analysis,,MIT,structural-analysis;civil-engineering;python
59,femwell,FEM mode solver for photonic waveguides,A Finite Element Method (FEM) solver specifically designed for calculating modes in photonic waveguides.,P2;P2-01,photonics;finite_element_analysis;mode_solver,solver,Python,https://github.com/HelgeGehring/femwell,,GPL-3.0,photonics;fem;waveguides
60,Deep-learning-aided-porous-media-analysis,Deep learning for porous media reconstruction and flow analysis,A deep learning framework for the 3D reconstruction of porous media from 2D images and the subsequent analysis of hydrodynamic behavior using accelerated Lattice Boltzmann Methods.,P2;P2-01,porous_media;fluid_dynamics_simulation;deep_learning,workflow,Python,https://github.com/HuysmanWang/Deep-learning-aided-porous-media-hydrodynamic-analysis-and-three-dimensional-reconstruction,,Apache-2.0,porous-media;deep-learning;lbm
61,fractoolbox,Structural geology and borehole analysis tools,"A Python toolkit for structural geology and borehole image analysis, including data handling, geometric analysis, and reservoir geomechanics.",P2;P2-01,geology;structural_analysis;data_analysis,library,Python,https://github.com/ICWallis/fractoolbox,,Apache-2.0,geology;borehole;fracture-analysis
62,nn4topopt,Neural Networks for Topology Optimization,Code implementation for using neural networks to accelerate or perform topology optimization tasks.,P2;P2-01,topology_optimization;deep_learning,library,Jupyter Notebook,https://github.com/ISosnovik/nn4topopt,,Unknown,topology-optimization;neural-networks;deep-learning
63,top,Dataset for topology optimization,A dataset specifically curated for training and benchmarking machine learning models in the field of topology optimization.,P2;P2-01,topology_optimization;dataset,dataset,Python,https://github.com/ISosnovik/top,,Unknown,dataset;topology-optimization;machine-learning
64,ITHACA-FV,Reduced Order Modelling for OpenFOAM,"A library implementing Reduced Order Modelling (ROM) techniques specifically for OpenFOAM, enabling faster simulations of parameterized flows.",P2;P2-01,reduced_order_modeling;fluid_dynamics_simulation,library,C++,https://github.com/ITHACA-FV/ITHACA-FV,https://mathlab.sissa.it/ithaca-fv,LGPL-3.0,openfoam;rom;cfd
65,IgASF,Sum factorization for Isogeometric Analysis,"An implementation of sum factorization techniques for Isogeometric Analysis (IGA), improving the efficiency of numerical integration in IGA solvers.",P2;P2-01,isogeometric_analysis;numerical_methods,library,C++,https://github.com/IgASF/IgASF,,MPL-2.0,iga;fem;hpc
66,quail,Lightweight discontinuous Galerkin solver for teaching and prototyping,"A lightweight discontinuous Galerkin code designed for teaching and prototyping purposes, implemented in Python.",P2;P2-01,pde_solver;cfd,solver,Python,https://github.com/IhmeGroup/quail,,GPL-3.0,discontinuous-galerkin;cfd;pde-solver
67,Rocstar,Multiphysics simulation suite for fluid-structure interaction and burning simulations,"Rocstar MultiPhysics simulation suite (RocstarMP) designed for large-scale multiphysics simulations, particularly fluid-structure interaction and energetic materials.",P2;P2-01,multiphysics_simulation;fsi,platform,Fortran,https://github.com/IllinoisRocstar/Rocstar,http://illinoisrocstar.github.io/Rocstar/,NOASSERTION,multiphysics;fsi;simulation-suite
68,Rocstar-legacy,Legacy version of the Rocstar multiphysics simulation application,"Legacy codebase for the Rocstar multiphysics simulation application, maintained for historical compatibility or reference.",P2;P2-01,multiphysics_simulation,solver,Fortran,https://github.com/IllinoisRocstar/Rocstar-legacy,,NOASSERTION,multiphysics;legacy
69,multiphysics,Interactive multiphysics simulation platform for educational and general use,"An interactive multiphysics simulation tool designed to make physics simulation accessible to a broader audience, likely for educational or preliminary analysis.",P2;P2-01,multiphysics_simulation;education,platform,Java,https://github.com/Institute-for-Future-Intelligence/multiphysics,,LGPL-3.0,interactive-simulation;education;multiphysics
70,nlp-architect,Library for exploring state-of-the-art NLP deep learning topologies,A model library for exploring and optimizing state-of-the-art deep learning topologies and techniques for Natural Language Processing neural networks.,AI;CS,nlp_modeling;deep_learning,library,Python,https://github.com/IntelLabs/nlp-architect,http://nlp_architect.nervanasys.com,Apache-2.0,nlp;deep-learning;neural-networks
71,fenris,Advanced finite element computation library in Rust,"A library for advanced finite element computations written in Rust, aiming for performance and safety in FEM applications.",P2;P2-01,fem_analysis;scientific_computing,library,Rust,https://github.com/InteractiveComputerGraphics/fenris,https://docs.rs/fenris,Apache-2.0,fem;rust;finite-element
72,jax-fenics,Differentiable interface connecting FEniCS and JAX,"Provides a differentiable interface to the FEniCS finite element solver for JAX, enabling physics-informed machine learning and gradient-based optimization.",P2;P2-01;AI4S,differentiable_physics;fem_analysis,library,Python,https://github.com/IvanYashchuk/jax-fenics,,MIT,jax;fenics;differentiable-programming
73,jax-fenics-adjoint,Differentiable interface to FEniCS/Firedrake for JAX using adjoint methods,"A differentiable interface to FEniCS and Firedrake for JAX, utilizing dolfin-adjoint/pyadjoint for efficient gradient computations in PDE-constrained optimization.",P2;P2-01;AI4S,differentiable_physics;adjoint_optimization,library,Jupyter Notebook,https://github.com/IvanYashchuk/jax-fenics-adjoint,,MIT,jax;fenics;adjoint-method
74,JAX-DIPS,Differentiable interfacial PDE solver using JAX,"A differentiable solver for interfacial partial differential equations, built on JAX to support automatic differentiation and machine learning integration.",P2;P2-01;AI4S,pde_solver;differentiable_physics,solver,Python,https://github.com/JAX-DIPS/JAX-DIPS,,NOASSERTION,jax;pde-solver;interfacial-flow
75,Pynite,3D structural engineering finite element library,"A 3D structural engineering finite element library for Python, supporting beam, plate, and other element types for structural analysis.",P2;P2-01,structural_analysis;fem_analysis,library,Python,https://github.com/JWock82/Pynite,https://pynite.readthedocs.io/,MIT,structural-engineering;fem;civil-engineering
76,xlFrame,VBA library for structural analysis in Excel,"A VBA library designed to facilitate structural analysis directly within Microsoft Excel, providing accessible FEA capabilities.",P2;P2-01,structural_analysis,library,VBA,https://github.com/JWock82/xlFrame,,MIT,excel;structural-analysis;vba
77,Solid-Oxide-Fuel-Cell-Solvers-in-OpenFOAM,SOFC solvers for cell- and pore-scale simulation in OpenFOAM,"Includes two Solid Oxide Fuel Cell (SOFC) solvers for both cell- and pore-scale simulations, developed within the OpenFOAM CFD platform.",P2;P2-01,cfd;electrochemical_simulation,solver,C++,https://github.com/JasonNiu288/Solid-Oxide-Fuel-Cell-Solvers-in-OpenFOAM,,GPL-3.0,openfoam;sofc;fuel-cells
78,graphGalerkin,Physics-informed graph neural Galerkin networks for PDE problems,A unified framework using physics-informed graph neural Galerkin networks for solving PDE-governed forward and inverse problems.,P2;P2-01;AI4S,pde_solver;scientific_machine_learning,library,Python,https://github.com/Jianxun-Wang/graphGalerkin,,GPL-3.0,gnn;pde;physics-informed
79,phygeonet,Physics-Informed Geometry-Adaptive CNNs for parametric PDEs,PhyGeoNet implements Physics-Informed Geometry-Adaptive Convolutional Neural Networks for solving parametric PDEs on irregular domains.,P2;P2-01;AI4S,pde_solver;scientific_machine_learning,library,C++,https://github.com/Jianxun-Wang/phygeonet,,None,cnn;pde;geometry-adaptive
80,PINNs-based-MPC,Nonlinear model predictive control using Physics-Informed Neural Networks,A framework for nonlinear model predictive control (NMPC) of multi-body dynamics using Physics-Informed Neural Networks (PINNs) to approximate system dynamics.,P2;P2-01;AI4S,control_systems;scientific_machine_learning,library,Python,https://github.com/Jonas-Nicodemus/PINNs-based-MPC,,MIT,pinns;mpc;control-theory
81,ntopo,Mesh-free topology optimization using neural representations,A mesh-free topology optimization method that utilizes neural representations to define and optimize structures.,P2;P2-01;AI4S,topology_optimization;scientific_machine_learning,library,Python,https://github.com/JonasZehn/ntopo,,MIT,topology-optimization;neural-networks;mesh-free
82,nusa,Python library for structural analysis using FEM,"A Python library dedicated to structural analysis using the finite element method, suitable for educational and lightweight engineering tasks.",P2;P2-01,structural_analysis;fem_analysis,library,Python,https://github.com/JorgeDeLosSantos/nusa,,MIT,fem;structural-analysis;python
83,JuliaFEM.jl,Distributed Finite Element Method framework in Julia,"A framework for distributed processing of large Finite Element Models, designed to scale from single servers to clusters.",P2;P2-01,fem_analysis;distributed_computing,framework,Julia,https://github.com/JuliaFEM/JuliaFEM.jl,http://www.juliafem.org/,MIT,julia;fem;distributed-computing
84,Thunderbolt.jl,High-performance framework for cardiac multiphysics simulations,A modular shared-memory high-performance framework specifically designed for multiscale cardiac multiphysics simulations.,P2;P2-01;Bio,multiphysics_simulation;biomechanics,solver,Julia,https://github.com/JuliaHealth/Thunderbolt.jl,,MIT,cardiac-simulation;multiphysics;julia
85,TopOpt.jl,Topology optimization package for Julia,"A package for 2D and 3D topology optimization on unstructured meshes, supporting various material and structure types using automatic differentiation.",P2;P2-01,topology_optimization,library,Julia,https://github.com/JuliaTopOpt/TopOpt.jl,https://juliatopopt.github.io/TopOpt.jl/stable/,NOASSERTION,topology-optimization;julia;automatic-differentiation
86,adaptive-multiresolution-DG,Adaptive multiresolution discontinuous Galerkin package,A C++ package implementing adaptive multiresolution discontinuous Galerkin methods for solving partial differential equations.,P2;P2-01,pde_solver;numerical_methods,library,C++,https://github.com/JuntaoHuang/adaptive-multiresolution-DG,,MIT,discontinuous-galerkin;adaptive-mesh;cpp
87,turtleFSI,Monolithic Fluid-Structure Interaction solver,"A monolithic solver for Fluid-Structure Interaction (FSI) problems, implemented in Python.",P2;P2-01,fsi;multiphysics_simulation,solver,Python,https://github.com/KVSlab/turtleFSI,https://turtlefsi.readthedocs.io/,GPL-3.0,fsi;fluid-structure-interaction;python
88,FEM-beam-model-dynamic-analysis,MATLAB FEM beam model for dynamic analysis,A MATLAB implementation of 2D/3D Finite Element beam models using the Newmark Method for dynamic analysis.,P2;P2-01,structural_analysis;dynamics,solver,MATLAB,https://github.com/KaitaiD/FEM-beam-model-dynamic-analysis,,None,fem;matlab;dynamic-analysis
